,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
7985,TXN_7221831,coffee,3.0,2.0,6.0,credit card,unknown,2023-03-26
7986,TXN_4548565,juice,4.0,3.0,12.0,unknown,in-store,2023-02-17
7987,TXN_7400015,juice,4.0,3.0,12.0,cash,unknown,2023-01-27
7988,TXN_4749986,tea,5.0,1.5,7.5,unknown,takeaway,2023-05-26
7989,TXN_1917336,sandwich,3.0,4.0,12.0,cash,in-store,2023-04-12
7990,TXN_5238755,cookie,3.0,1.0,3.0,unknown,takeaway,2023-06-01
7991,TXN_1822234,salad,2.0,5.0,10.0,cash,unknown,2023-10-15
7992,TXN_1342487,juice,3.0,3.0,9.0,credit card,unknown,2023-09-21
7993,TXN_7413282,cake,5.0,3.0,15.0,unknown,unknown,2023-10-13
7994,TXN_5713298,smoothie,2.0,4.0,8.0,credit card,unknown,2023-07-14
7995,TXN_3045673,smoothie,3.0,4.0,12.0,digital wallet,unknown,2023-06-24
7996,TXN_2662720,juice,5.0,3.0,15.0,unknown,unknown,2023-09-18
7997,TXN_8966922,juice,4.0,3.0,12.0,unknown,takeaway,2023-11-10
7998,TXN_7311815,cookie,4.0,1.0,4.0,unknown,takeaway,2023-05-11
7999,TXN_8211198,juice,3.0,3.0,9.0,credit card,unknown,2023-01-24
8000,TXN_6476719,juice,5.0,3.0,15.0,cash,takeaway,2023-06-04
8001,TXN_1556480,tea,5.0,1.5,7.5,unknown,unknown,2023-02-06
8002,TXN_3009994,unknown,5.0,1.0,5.0,credit card,in-store,2023-09-13
8003,TXN_8992377,cake,4.0,3.0,12.0,credit card,takeaway,2023-07-12
8004,TXN_5504130,cake,3.0,3.0,9.0,unknown,unknown,2023-06-24
8005,TXN_7153455,coffee,4.0,2.0,8.0,digital wallet,takeaway,2023-07-02
8006,TXN_8821579,smoothie,4.0,4.0,16.0,unknown,takeaway,2023-12-06
8007,TXN_6873127,cookie,1.0,1.0,1.0,unknown,in-store,2023-02-02
8008,TXN_9923952,cookie,4.0,1.0,4.0,unknown,takeaway,2023-08-08
8009,TXN_7383137,coffee,2.0,2.0,4.0,credit card,in-store,2023-12-02
8010,TXN_4766317,cookie,2.0,1.0,2.0,unknown,takeaway,2023-09-23
8011,TXN_6335297,cake,3.0,3.0,9.0,unknown,unknown,2023-10-16
8012,TXN_9334593,sandwich,3.0,4.0,12.0,cash,unknown,2023-04-23
8013,TXN_2441029,cake,5.0,3.0,15.0,cash,in-store,2023-05-18
8014,TXN_8260461,cookie,2.0,1.0,2.0,digital wallet,unknown,2023-10-29
8015,TXN_4801947,juice,1.0,3.0,3.0,digital wallet,takeaway,2023-01-01
8016,TXN_4323120,coffee,5.0,2.0,10.0,unknown,unknown,2023-08-29
8017,TXN_5947264,salad,1.0,5.0,5.0,unknown,in-store,2023-03-07
8018,TXN_9072628,salad,4.0,5.0,20.0,digital wallet,unknown,2023-12-29
8019,TXN_8282744,tea,2.0,1.5,3.0,unknown,takeaway,2023-06-16
8020,TXN_2547156,cookie,3.0,1.0,3.0,digital wallet,takeaway,2023-08-18
8022,TXN_8621278,salad,2.0,5.0,10.0,cash,takeaway,2023-02-01
8023,TXN_2616353,smoothie,3.0,4.0,12.0,cash,takeaway,2023-06-24
8024,TXN_9731999,sandwich,4.0,4.0,16.0,unknown,takeaway,2023-11-26
8025,TXN_3608237,salad,1.0,5.0,5.0,digital wallet,takeaway,2023-11-26
8026,TXN_2423167,cake,3.0,3.0,9.0,digital wallet,takeaway,2023-06-29
8028,TXN_6695451,salad,1.0,5.0,5.0,credit card,unknown,2023-07-28
8029,TXN_6098702,coffee,3.0,2.0,6.0,credit card,unknown,2023-10-15
8030,TXN_8972184,juice,4.0,3.0,12.0,unknown,unknown,2023-08-17
8031,TXN_2010507,cake,3.0,3.0,9.0,unknown,unknown,2023-05-23
8032,TXN_1390754,cake,2.0,3.0,6.0,unknown,takeaway,2023-11-08
8033,TXN_4925291,smoothie,2.0,4.0,8.0,digital wallet,unknown,2023-09-22
8034,TXN_8345383,tea,5.0,1.5,7.5,unknown,takeaway,2023-10-14
8035,TXN_3910293,cake,4.0,3.0,12.0,cash,in-store,2023-01-30
8036,TXN_4696969,salad,1.0,5.0,5.0,credit card,unknown,2023-09-29
8037,TXN_4568379,cookie,3.0,1.0,3.0,digital wallet,in-store,2023-05-28
8038,TXN_8745942,cookie,3.0,1.0,3.0,cash,unknown,2023-05-03
8040,TXN_2496907,coffee,2.0,2.0,4.0,credit card,unknown,2023-11-28
8041,TXN_3043371,smoothie,1.0,4.0,4.0,unknown,unknown,2023-12-04
8042,TXN_2687149,coffee,5.0,2.0,10.0,unknown,unknown,2023-03-24
8043,TXN_9752207,sandwich,4.0,4.0,16.0,unknown,in-store,2023-10-15
8044,TXN_7223850,salad,2.0,5.0,10.0,credit card,unknown,2023-02-05
8045,TXN_5421917,tea,5.0,1.5,7.5,unknown,unknown,2023-05-03
8046,TXN_3812053,coffee,5.0,2.0,10.0,unknown,in-store,2023-04-03
8047,TXN_8437195,cake,1.0,3.0,3.0,cash,unknown,2023-12-10
8048,TXN_3880494,sandwich,4.0,4.0,16.0,cash,takeaway,2023-12-17
8049,TXN_2755642,cake,3.0,3.0,9.0,digital wallet,in-store,2023-03-24
8050,TXN_9320353,salad,5.0,5.0,25.0,cash,in-store,2023-01-10
8051,TXN_8837015,juice,3.0,3.0,9.0,credit card,in-store,2023-06-11
8052,TXN_1856538,coffee,3.0,2.0,6.0,cash,unknown,2023-11-01
8053,TXN_2933439,salad,4.0,5.0,20.0,digital wallet,unknown,2023-04-14
8054,TXN_2667131,sandwich,2.0,4.0,8.0,credit card,takeaway,2023-10-10
8055,TXN_5536056,smoothie,3.0,4.0,12.0,digital wallet,takeaway,2023-12-22
8056,TXN_3846628,juice,1.0,3.0,3.0,unknown,takeaway,2023-10-16
8057,TXN_9043894,cake,1.0,3.0,3.0,digital wallet,unknown,2023-07-28
8058,TXN_9354349,juice,1.0,3.0,3.0,credit card,unknown,2023-02-12
8059,TXN_3655950,cookie,1.0,1.0,1.0,unknown,in-store,2023-11-25
8060,TXN_4483585,smoothie,5.0,4.0,20.0,unknown,takeaway,2023-12-26
8061,TXN_2332364,cake,2.0,3.0,6.0,credit card,unknown,2023-08-10
8062,TXN_5878649,salad,3.0,5.0,15.0,unknown,takeaway,2023-02-15
8063,TXN_2716940,coffee,1.0,2.0,2.0,unknown,unknown,2023-11-27
8065,TXN_9020641,cake,4.0,3.0,12.0,credit card,in-store,2023-06-27
8066,TXN_5931551,sandwich,4.0,4.0,16.0,unknown,in-store,2023-03-28
8067,TXN_5812552,cake,1.0,3.0,3.0,unknown,unknown,2023-09-17
8069,TXN_2259102,sandwich,2.0,4.0,8.0,unknown,unknown,2023-02-19
8070,TXN_7041367,cookie,4.0,1.0,4.0,unknown,unknown,2023-01-04
8071,TXN_1005377,cake,5.0,3.0,15.0,digital wallet,takeaway,2023-06-03
8072,TXN_7262554,salad,3.0,5.0,15.0,credit card,unknown,2023-07-08
8073,TXN_9705971,juice,2.0,3.0,6.0,credit card,takeaway,2023-09-02
8074,TXN_4809626,coffee,5.0,2.0,10.0,cash,takeaway,2023-02-18
8075,TXN_5171248,cake,5.0,3.0,15.0,digital wallet,in-store,2023-06-14
8076,TXN_2201235,tea,1.0,1.5,1.5,digital wallet,unknown,2023-12-17
8077,TXN_2907979,juice,3.0,3.0,9.0,cash,unknown,2023-06-18
8078,TXN_7229918,coffee,2.0,2.0,4.0,digital wallet,takeaway,2023-03-24
8079,TXN_5179245,juice,3.0,3.0,9.0,credit card,unknown,2023-04-17
8080,TXN_5010968,smoothie,2.0,4.0,8.0,digital wallet,unknown,2023-12-03
8081,TXN_6294315,cookie,2.0,1.0,2.0,digital wallet,unknown,2023-04-04
8082,TXN_8487985,juice,5.0,3.0,15.0,unknown,takeaway,2023-05-09
8083,TXN_8552898,coffee,5.0,2.0,10.0,credit card,takeaway,2023-11-06
8085,TXN_4787754,juice,2.0,3.0,6.0,digital wallet,takeaway,2023-08-31
8086,TXN_9176533,cake,3.0,3.0,9.0,credit card,unknown,2023-10-14
8087,TXN_1228474,smoothie,4.0,4.0,16.0,unknown,in-store,2023-11-20
8088,TXN_9376428,unknown,1.0,5.0,5.0,credit card,takeaway,2023-10-30
8089,TXN_3678804,unknown,3.0,2.0,6.0,digital wallet,unknown,2023-10-20
8090,TXN_6021363,sandwich,2.0,4.0,8.0,credit card,takeaway,2023-01-11
8091,TXN_8518812,cookie,3.0,1.0,3.0,unknown,in-store,2023-06-22
8092,TXN_5573436,coffee,1.0,2.0,2.0,unknown,takeaway,2023-02-22
8093,TXN_3274591,juice,5.0,3.0,15.0,unknown,takeaway,2023-04-09
8094,TXN_2477650,cookie,1.0,1.0,1.0,cash,takeaway,2023-10-24
8095,TXN_4987376,tea,2.0,1.5,3.0,digital wallet,takeaway,2023-08-20
8097,TXN_9196694,cake,4.0,3.0,12.0,unknown,in-store,2023-03-23
8098,TXN_2735598,tea,5.0,1.5,7.5,credit card,takeaway,2023-06-30
8099,TXN_7362526,juice,1.0,3.0,3.0,credit card,takeaway,2023-09-16
8100,TXN_3584252,salad,2.0,5.0,10.0,digital wallet,takeaway,2023-12-19
8102,TXN_6324687,smoothie,1.0,4.0,4.0,credit card,takeaway,2023-03-03
8103,TXN_2716377,juice,4.0,3.0,12.0,cash,unknown,2023-01-03
8104,TXN_4002142,cake,5.0,3.0,15.0,unknown,unknown,2023-06-27
8105,TXN_9417438,salad,1.0,5.0,5.0,unknown,in-store,2023-01-05
8106,TXN_4757873,tea,1.0,1.5,1.5,credit card,in-store,2023-09-12
8107,TXN_6283718,smoothie,3.0,4.0,12.0,digital wallet,takeaway,2023-07-20
8108,TXN_2019127,salad,1.0,5.0,5.0,cash,unknown,2023-08-03
8109,TXN_2007652,juice,2.0,3.0,6.0,digital wallet,unknown,2023-12-09
8110,TXN_3048882,juice,2.0,3.0,6.0,cash,takeaway,2023-12-30
8111,TXN_3241510,tea,5.0,1.5,7.5,credit card,unknown,2023-10-05
8112,TXN_1978239,salad,4.0,5.0,20.0,unknown,in-store,2023-09-20
8113,TXN_3286168,smoothie,5.0,4.0,20.0,digital wallet,unknown,2023-06-25
8114,TXN_5922981,salad,5.0,5.0,25.0,digital wallet,takeaway,2023-11-10
8115,TXN_4108567,coffee,2.0,2.0,4.0,cash,takeaway,2023-08-14
8116,TXN_5217434,coffee,1.0,2.0,2.0,unknown,takeaway,2023-09-22
8117,TXN_6691792,unknown,3.0,3.0,9.0,unknown,takeaway,2023-06-21
8118,TXN_4822216,cake,1.0,3.0,3.0,unknown,unknown,2023-09-03
8119,TXN_9246986,tea,4.0,1.5,6.0,cash,takeaway,2023-09-08
8120,TXN_3931393,sandwich,2.0,4.0,8.0,digital wallet,unknown,2023-11-18
8121,TXN_1429325,smoothie,2.0,4.0,8.0,cash,unknown,2023-04-20
8122,TXN_2888655,cookie,4.0,1.0,4.0,digital wallet,unknown,2023-12-17
8123,TXN_3648160,coffee,5.0,2.0,10.0,unknown,takeaway,2023-12-03
8124,TXN_5832513,juice,4.0,3.0,12.0,cash,in-store,2023-11-02
8125,TXN_6053755,cookie,4.0,1.0,4.0,digital wallet,takeaway,2023-01-18
8126,TXN_4437520,smoothie,3.0,4.0,12.0,credit card,unknown,2023-07-28
8127,TXN_4995281,salad,4.0,5.0,20.0,credit card,unknown,2023-02-25
8128,TXN_6105807,smoothie,3.0,4.0,12.0,credit card,takeaway,2023-01-18
8129,TXN_8384699,unknown,3.0,5.0,15.0,unknown,in-store,2023-12-16
8130,TXN_3549667,sandwich,3.0,4.0,12.0,digital wallet,takeaway,2023-01-29
8131,TXN_2566211,tea,2.0,1.5,3.0,cash,unknown,2023-09-26
8132,TXN_3206842,unknown,4.0,5.0,20.0,cash,unknown,2023-04-30
8133,TXN_8970135,juice,4.0,3.0,12.0,unknown,in-store,2023-03-26
8134,TXN_3222612,unknown,3.0,3.0,9.0,cash,takeaway,2023-01-25
8135,TXN_6361593,sandwich,4.0,4.0,16.0,digital wallet,takeaway,2023-08-29
8136,TXN_9375445,smoothie,2.0,4.0,8.0,unknown,in-store,2023-10-22
8137,TXN_4943552,unknown,5.0,3.0,15.0,unknown,takeaway,2023-04-14
8138,TXN_1532390,tea,5.0,1.5,7.5,digital wallet,unknown,2023-04-08
8139,TXN_8020606,cake,4.0,3.0,12.0,unknown,takeaway,2023-10-10
8140,TXN_2729959,smoothie,4.0,4.0,16.0,digital wallet,in-store,2023-02-01
8141,TXN_4582054,unknown,2.0,5.0,10.0,digital wallet,takeaway,2023-08-27
8142,TXN_2134763,juice,3.0,3.0,9.0,credit card,takeaway,2023-03-28
8143,TXN_1633607,juice,1.0,3.0,3.0,cash,takeaway,2023-03-13
8144,TXN_5124999,coffee,5.0,2.0,10.0,digital wallet,unknown,2023-04-11
8145,TXN_7647190,salad,5.0,5.0,25.0,credit card,takeaway,2023-02-22
8146,TXN_3514890,smoothie,5.0,4.0,20.0,unknown,in-store,2023-08-02
8148,TXN_5845583,tea,4.0,1.5,6.0,cash,in-store,2023-10-19
8149,TXN_6692318,tea,2.0,1.5,3.0,cash,in-store,2023-08-20
8150,TXN_9571019,coffee,2.0,2.0,4.0,cash,in-store,2023-06-22
8151,TXN_6451595,juice,2.0,3.0,6.0,credit card,takeaway,2023-03-26
8152,TXN_4797429,salad,5.0,5.0,25.0,digital wallet,in-store,2023-11-07
8153,TXN_7255755,sandwich,5.0,4.0,20.0,unknown,unknown,2023-10-19
8154,TXN_6925284,juice,5.0,3.0,15.0,digital wallet,takeaway,2023-01-21
8155,TXN_2925996,cake,3.0,3.0,9.0,cash,takeaway,2023-04-11
8156,TXN_3944582,tea,5.0,1.5,7.5,unknown,in-store,2023-10-21
8158,TXN_5750248,salad,4.0,5.0,20.0,digital wallet,in-store,2023-07-20
8159,TXN_1020983,juice,1.0,3.0,3.0,digital wallet,unknown,2023-03-23
8160,TXN_9072817,cookie,5.0,1.0,5.0,unknown,takeaway,2023-07-18
8162,TXN_7416196,smoothie,2.0,4.0,8.0,cash,in-store,2023-10-20
8163,TXN_7276452,coffee,3.0,2.0,6.0,digital wallet,unknown,2023-06-05
8164,TXN_2610195,cake,2.0,3.0,6.0,unknown,unknown,2023-10-25
8166,TXN_9281392,cookie,2.0,1.0,2.0,digital wallet,unknown,2023-08-06
8167,TXN_8386253,tea,4.0,1.5,6.0,cash,unknown,2023-05-11
8168,TXN_7995960,juice,1.0,3.0,3.0,digital wallet,unknown,2023-01-11
8169,TXN_7663739,cookie,5.0,1.0,5.0,credit card,unknown,2023-03-27
8170,TXN_3936339,unknown,5.0,3.0,15.0,digital wallet,in-store,2023-09-08
8171,TXN_7784608,coffee,5.0,2.0,10.0,unknown,unknown,2023-06-01
8173,TXN_6438980,salad,2.0,5.0,10.0,credit card,takeaway,2023-11-10
8174,TXN_2196926,juice,2.0,3.0,6.0,digital wallet,unknown,2023-07-27
8175,TXN_9582506,cookie,2.0,1.0,2.0,credit card,unknown,2023-04-28
8176,TXN_2424839,juice,4.0,3.0,12.0,digital wallet,in-store,2023-09-28
8177,TXN_5215704,sandwich,5.0,4.0,20.0,credit card,unknown,2023-10-31
8178,TXN_1982031,cookie,4.0,1.0,4.0,cash,takeaway,2023-02-03
8179,TXN_3060286,tea,2.0,1.5,3.0,cash,takeaway,2023-08-10
8180,TXN_7878231,unknown,1.0,5.0,5.0,cash,unknown,2023-05-15
8182,TXN_1643029,cookie,3.0,1.0,3.0,unknown,unknown,2023-09-11
8183,TXN_2764625,tea,1.0,1.5,1.5,cash,in-store,2023-12-03
8184,TXN_6086123,juice,3.0,3.0,9.0,credit card,takeaway,2023-11-17
8185,TXN_1796259,juice,1.0,3.0,3.0,unknown,in-store,2023-04-29
8186,TXN_4078284,coffee,1.0,2.0,2.0,credit card,unknown,2023-05-14
8187,TXN_4389662,smoothie,1.0,4.0,4.0,cash,takeaway,2023-08-09
8188,TXN_1992699,cookie,2.0,1.0,2.0,unknown,takeaway,2023-05-08
8189,TXN_9389300,salad,3.0,5.0,15.0,credit card,takeaway,2023-01-14
8190,TXN_5409951,coffee,3.0,2.0,6.0,unknown,unknown,2023-06-23
8191,TXN_2147448,coffee,4.0,2.0,8.0,credit card,in-store,2023-11-27
8192,TXN_9826170,juice,2.0,3.0,6.0,unknown,unknown,2023-12-06
8193,TXN_4949509,smoothie,4.0,4.0,16.0,unknown,unknown,2023-04-20
8194,TXN_9857832,tea,3.0,1.5,4.5,cash,in-store,2023-03-31
8195,TXN_5038122,salad,1.0,5.0,5.0,unknown,unknown,2023-08-11
8196,TXN_8984085,salad,1.0,5.0,5.0,unknown,unknown,2023-08-17
8197,TXN_8830264,salad,1.0,5.0,5.0,cash,unknown,2023-11-23
8198,TXN_9696074,coffee,4.0,2.0,8.0,unknown,takeaway,2023-06-24
8199,TXN_9579637,tea,4.0,1.5,6.0,digital wallet,unknown,2023-06-26
8200,TXN_7907786,tea,5.0,1.5,7.5,cash,unknown,2023-09-20
8201,TXN_5316852,coffee,2.0,2.0,4.0,digital wallet,unknown,2023-04-08
8202,TXN_1292430,smoothie,1.0,4.0,4.0,credit card,takeaway,2023-03-09
8203,TXN_5226399,unknown,4.0,3.0,12.0,unknown,takeaway,2023-01-19
8204,TXN_2470530,cake,1.0,3.0,3.0,digital wallet,takeaway,2023-03-21
8205,TXN_6498718,coffee,4.0,2.0,8.0,unknown,unknown,2023-03-18
8206,TXN_1602435,smoothie,1.0,4.0,4.0,cash,unknown,2023-12-01
8207,TXN_1434598,sandwich,5.0,4.0,20.0,cash,takeaway,2023-11-18
8208,TXN_9871036,smoothie,1.0,4.0,4.0,unknown,takeaway,2023-07-02
8209,TXN_2073001,coffee,2.0,2.0,4.0,digital wallet,unknown,2023-11-22
8210,TXN_9284622,unknown,1.0,2.0,2.0,credit card,unknown,2023-05-15
8211,TXN_7815076,juice,5.0,3.0,15.0,cash,unknown,2023-12-16
8212,TXN_6897172,coffee,4.0,2.0,8.0,digital wallet,unknown,2023-12-08
8213,TXN_3783903,tea,4.0,1.5,6.0,unknown,unknown,2023-06-25
8214,TXN_4378637,cookie,1.0,1.0,1.0,unknown,takeaway,2023-05-12
8215,TXN_7514047,unknown,1.0,5.0,5.0,cash,unknown,2023-03-08
8216,TXN_4375708,sandwich,4.0,4.0,16.0,credit card,takeaway,2023-08-01
8217,TXN_9775984,juice,2.0,3.0,6.0,credit card,in-store,2023-10-09
8220,TXN_1625754,cake,5.0,3.0,15.0,digital wallet,in-store,2023-08-03
8221,TXN_9567915,cake,1.0,3.0,3.0,digital wallet,takeaway,2023-06-30
8222,TXN_4062634,salad,2.0,5.0,10.0,credit card,in-store,2023-04-05
8223,TXN_6624397,juice,4.0,3.0,12.0,cash,takeaway,2023-04-30
8224,TXN_2991733,tea,5.0,1.5,7.5,credit card,unknown,2023-04-13
8225,TXN_8978924,salad,5.0,5.0,25.0,cash,unknown,2023-10-09
8226,TXN_2404800,sandwich,5.0,4.0,20.0,cash,in-store,2023-01-28
8227,TXN_4501915,juice,4.0,3.0,12.0,credit card,takeaway,2023-12-04
8228,TXN_6273431,unknown,2.0,3.0,6.0,unknown,in-store,2023-04-05
8229,TXN_7166936,cookie,4.0,1.0,4.0,unknown,in-store,2023-09-25
8230,TXN_7645250,juice,2.0,3.0,6.0,unknown,unknown,2023-10-09
8231,TXN_9231480,cookie,4.0,1.0,4.0,cash,unknown,2023-08-28
8232,TXN_4247105,coffee,5.0,2.0,10.0,cash,in-store,2023-04-14
8233,TXN_8732935,cookie,4.0,1.0,4.0,credit card,takeaway,2023-08-06
8234,TXN_5108867,unknown,3.0,3.0,9.0,cash,takeaway,2023-03-19
8235,TXN_3270584,cake,3.0,3.0,9.0,credit card,takeaway,2023-01-10
8236,TXN_8258798,coffee,3.0,2.0,6.0,cash,in-store,2023-10-18
8237,TXN_7412012,coffee,1.0,2.0,2.0,cash,in-store,2023-08-02
8238,TXN_1927324,sandwich,1.0,4.0,4.0,digital wallet,takeaway,2023-08-29
8239,TXN_9159655,cookie,5.0,1.0,5.0,cash,unknown,2023-03-21
8240,TXN_1293057,tea,2.0,1.5,3.0,digital wallet,unknown,2023-07-03
8241,TXN_8829698,cake,2.0,3.0,6.0,cash,unknown,2023-03-19
8242,TXN_5056351,juice,1.0,3.0,3.0,unknown,takeaway,2023-04-24
8243,TXN_4431264,smoothie,2.0,4.0,8.0,unknown,unknown,2023-11-14
8244,TXN_7371782,tea,3.0,1.5,4.5,cash,in-store,2023-02-26
8245,TXN_7631505,sandwich,4.0,4.0,16.0,cash,in-store,2023-07-08
8246,TXN_4331770,salad,4.0,5.0,20.0,unknown,unknown,2023-06-04
8247,TXN_2593909,juice,2.0,3.0,6.0,cash,in-store,2023-02-25
8248,TXN_9728062,coffee,1.0,2.0,2.0,cash,unknown,2023-05-01
8249,TXN_7664606,cookie,2.0,1.0,2.0,digital wallet,unknown,2023-07-05
8250,TXN_3359911,cookie,4.0,1.0,4.0,unknown,in-store,2023-06-18
8251,TXN_3745153,smoothie,4.0,4.0,16.0,digital wallet,in-store,2023-06-30
8252,TXN_2019258,juice,4.0,3.0,12.0,credit card,unknown,2023-02-03
8253,TXN_8153957,coffee,1.0,2.0,2.0,digital wallet,takeaway,2023-10-12
8254,TXN_3437948,smoothie,2.0,4.0,8.0,cash,unknown,2023-11-02
8255,TXN_6874195,juice,3.0,3.0,9.0,cash,takeaway,2023-04-22
8256,TXN_3234146,juice,1.0,3.0,3.0,unknown,takeaway,2023-11-14
8257,TXN_5172383,juice,3.0,3.0,9.0,cash,in-store,2023-03-28
8258,TXN_9288999,cookie,3.0,1.0,3.0,credit card,in-store,2023-05-01
8259,TXN_4205407,smoothie,5.0,4.0,20.0,digital wallet,unknown,2023-04-27
8260,TXN_8325722,sandwich,2.0,4.0,8.0,unknown,takeaway,2023-05-27
8261,TXN_3050797,sandwich,3.0,4.0,12.0,credit card,unknown,2023-09-28
8262,TXN_8731991,salad,4.0,5.0,20.0,unknown,in-store,2023-01-20
8263,TXN_7387416,juice,3.0,3.0,9.0,cash,unknown,2023-12-15
8264,TXN_2244418,salad,5.0,5.0,25.0,cash,takeaway,2023-10-15
8265,TXN_2638644,unknown,1.0,1.5,1.5,unknown,unknown,2023-03-08
8266,TXN_3886177,cake,3.0,3.0,9.0,unknown,takeaway,2023-07-17
8267,TXN_2334047,tea,1.0,1.5,1.5,unknown,takeaway,2023-11-08
8268,TXN_3888864,sandwich,1.0,4.0,4.0,credit card,in-store,2023-10-13
8269,TXN_6972491,sandwich,1.0,4.0,4.0,unknown,takeaway,2023-07-02
8270,TXN_8886791,tea,2.0,1.5,3.0,cash,unknown,2023-07-09
8271,TXN_4356114,juice,2.0,3.0,6.0,cash,takeaway,2023-05-05
8272,TXN_2097023,salad,3.0,5.0,15.0,digital wallet,takeaway,2023-11-10
8273,TXN_2726749,juice,4.0,3.0,12.0,unknown,takeaway,2023-05-19
8274,TXN_3357336,cake,4.0,3.0,12.0,unknown,in-store,2023-02-20
8275,TXN_3529354,juice,2.0,3.0,6.0,credit card,takeaway,2023-09-06
8276,TXN_9738339,juice,1.0,3.0,3.0,unknown,in-store,2023-07-09
8277,TXN_9389963,unknown,5.0,4.0,20.0,unknown,takeaway,2023-02-28
8278,TXN_6837879,unknown,5.0,3.0,15.0,digital wallet,unknown,2023-04-09
8279,TXN_1046659,smoothie,3.0,4.0,12.0,unknown,takeaway,2023-12-14
8280,TXN_2032049,salad,2.0,5.0,10.0,credit card,unknown,2023-10-12
8281,TXN_1444479,unknown,1.0,3.0,3.0,credit card,unknown,2023-12-10
8282,TXN_7251037,salad,3.0,5.0,15.0,credit card,in-store,2023-08-17
8283,TXN_9891576,sandwich,3.0,4.0,12.0,digital wallet,takeaway,2023-04-28
8284,TXN_5315818,salad,1.0,5.0,5.0,digital wallet,unknown,2023-02-06
8285,TXN_9830755,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-06-24
8286,TXN_8833319,salad,1.0,5.0,5.0,unknown,takeaway,2023-10-01
8287,TXN_4353750,cake,2.0,3.0,6.0,credit card,unknown,2023-03-02
8288,TXN_8809659,juice,2.0,3.0,6.0,cash,takeaway,2023-01-16
8289,TXN_2104550,coffee,4.0,2.0,8.0,credit card,in-store,2023-09-08
8290,TXN_7554731,cake,1.0,3.0,3.0,credit card,in-store,2023-02-02
8292,TXN_8652021,cake,1.0,3.0,3.0,credit card,in-store,2023-09-23
8293,TXN_3744962,salad,1.0,5.0,5.0,unknown,in-store,2023-07-26
8294,TXN_7312277,juice,4.0,3.0,12.0,unknown,in-store,2023-09-07
8295,TXN_2342308,cookie,5.0,1.0,5.0,digital wallet,unknown,2023-05-20
8296,TXN_7797507,sandwich,5.0,4.0,20.0,digital wallet,takeaway,2023-06-06
8297,TXN_3121360,cake,3.0,3.0,9.0,digital wallet,unknown,2023-01-21
8298,TXN_5568416,cake,5.0,3.0,15.0,credit card,unknown,2023-09-06
8299,TXN_7032922,sandwich,4.0,4.0,16.0,unknown,unknown,2023-08-18
8300,TXN_5734186,juice,3.0,3.0,9.0,cash,unknown,2023-04-03
8301,TXN_5107025,tea,2.0,1.5,3.0,unknown,in-store,2023-02-19
8302,TXN_7975387,smoothie,2.0,4.0,8.0,credit card,takeaway,2023-03-23
8303,TXN_5209346,smoothie,3.0,4.0,12.0,credit card,in-store,2023-02-22
8304,TXN_8947660,coffee,1.0,2.0,2.0,unknown,in-store,2023-09-03
8305,TXN_6752053,smoothie,4.0,4.0,16.0,unknown,unknown,2023-05-13
8306,TXN_6571385,tea,4.0,1.5,6.0,cash,takeaway,2023-01-06
8307,TXN_6430534,tea,5.0,1.5,7.5,cash,takeaway,2023-01-29
8308,TXN_6467414,tea,3.0,1.5,4.5,cash,unknown,2023-01-06
8309,TXN_2861912,coffee,3.0,2.0,6.0,unknown,in-store,2023-03-25
8310,TXN_8347965,salad,1.0,5.0,5.0,cash,takeaway,2023-03-17
8311,TXN_9693344,tea,4.0,1.5,6.0,credit card,takeaway,2023-01-15
8312,TXN_9801552,sandwich,4.0,4.0,16.0,credit card,takeaway,2023-04-20
8314,TXN_8082317,juice,3.0,3.0,9.0,cash,takeaway,2023-08-18
8315,TXN_1569729,smoothie,5.0,4.0,20.0,cash,takeaway,2023-07-16
8317,TXN_2644962,smoothie,2.0,4.0,8.0,unknown,unknown,2023-04-09
8318,TXN_8991609,salad,4.0,5.0,20.0,digital wallet,in-store,2023-06-19
8319,TXN_5000665,cake,3.0,3.0,9.0,digital wallet,in-store,2023-11-28
8320,TXN_2161255,sandwich,3.0,4.0,12.0,unknown,unknown,2023-06-08
8321,TXN_6549359,unknown,3.0,1.5,4.5,cash,unknown,2023-04-21
8322,TXN_8833173,smoothie,4.0,4.0,16.0,digital wallet,unknown,2023-03-14
8323,TXN_8449081,cookie,2.0,1.0,2.0,unknown,in-store,2023-02-24
8324,TXN_7153321,salad,5.0,5.0,25.0,credit card,takeaway,2023-12-19
8325,TXN_2935761,smoothie,4.0,4.0,16.0,digital wallet,unknown,2023-04-01
8326,TXN_7328705,cookie,4.0,1.0,4.0,digital wallet,takeaway,2023-09-09
8327,TXN_1419790,sandwich,3.0,4.0,12.0,unknown,unknown,2023-01-06
8328,TXN_8970187,cake,1.0,3.0,3.0,digital wallet,takeaway,2023-03-13
8329,TXN_4385632,tea,5.0,1.5,7.5,unknown,takeaway,2023-06-18
8330,TXN_4343133,cookie,4.0,1.0,4.0,digital wallet,unknown,2023-03-04
8331,TXN_7712544,cookie,3.0,1.0,3.0,cash,unknown,2023-05-06
8332,TXN_6904952,salad,4.0,5.0,20.0,digital wallet,takeaway,2023-04-04
